deployment_waterbody,location_description,lease,status,deployment,retrieval,duration,logger_latitude,logger_longitude,logger_model,serial,sensor_depth,sounding,datum,mount_type,acoustic_release,surface_buoy,deployment_attendant,retrieval_attendant,comments,deployment_waypoint,retrieval_waypoint,retrieval_latitude,retrieval_longitude,sensor_voltage_deployed,sensor_voltage_retrieved,vessel_sounder_offset_transponder_depth,verified_measurement_below_origin_first_sensor_under_float,tide_correction,rising_or_falling,height_of_vr_2_ar_base_off_bottom,time_of_deployment,photos_taken,anchor_type,float_type,distance_from_top_of_float_to_origin_first_sensor,deployment_time,retrieval_time,dist_to_shore,substrate,deployment_notes,retrieval_notes,configuration,mooring_type,data_processor_notes,data_handler_notes,lease_maybe,latitude_maybe,longitude_maybe,depth_maybe,depth_of_water_m,15,secondary_float_type,distance_from_top_of_float_to_origin_first_sensor_1
Marie Joseph Harbour,Barren Island,NA,Retrieved,2020-05-27,2021-08-09,439,44.95025,-62.0113,HOBO Pro V2,20495249,2,15.19,WGS84,Sub Surface Buoy,Y,N,Timothy Dada & Danny Rowe,"Betty Roethlisberger, Michelle Plamondon, Jamie Warford",Collected data and deployed back,NA,NA,44.95025,-62.0113,3.46,NA,0.3,0,1.04,Falling,1.44,NA,yes,Concrete Bock,viny,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Barren Island,NA,Retrieved,2020-05-27,2021-08-09,439,44.95025,-62.0113,aquaMeasure DOT,670365,5,15.19,WGS84,Sub-Surface Buoy,Y,N,Timothy Dada & Danny Rowe,"Betty Roethlisberger, Michelle Plamondon, Jamie Warford","Collected data,replaced battery  deployed back",NA,NA,44.95025,-62.0113,NA,NA,0.3,2.92,1.04,Falling,1.44,NA,yes,Concrete Bock,viny,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Barren Island,NA,Retrieved,2020-05-27,2021-08-09,439,44.95025,-62.0113,HOBO Pro V2,20495247,10,15.19,WGS84,Sub Surface Buoy,Y,N,Timothy Dada & Danny Rowe,"Betty Roethlisberger, Michelle Plamondon, Jamie Warford",Collected data and deployed back,NA,NA,44.95025,-62.0113,3.46,NA,0.3,7.92,1.04,Falling,1.44,NA,yes,Concrete Bock,viny,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Barren Island,NA,Retrieved,2020-05-27,2021-08-09,439,44.95025,-62.0113,VR2AR,547088,15,15.19,WGS84,Sub-Surface Buoy,Y,N,Timothy Dada & Danny Rowe,"Betty Roethlisberger, Michelle Plamondon, Jamie Warford","Collected data,replaced battery  deployed back",NA,NA,44.95025,-62.0113,3.47,NA,0.3,11.66,1.04,Falling,1.44,NA,yes,Concrete Bock,viny,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Barren Island,NA,Retrieved,2021-08-09,2022-08-17,373,44.950173,-62.011271,HOBO Pro V2,20820327,2,16.3,WGS84,Sub Surface Buoy,Y,N,"Betty Roethlisberger, Michelle Plamondon, Jamie Warford","Betty, Danny, Esha",Replaced 20495249; DD changed retrieval date to match Ganntt chart,NA,NA,NA,NA,3.51,NA,0.3,0,1.7,falling,1.4,1899-12-31 10:39:00,Y,"2, big chains",viny,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Barren Island,NA,Retrieved,2021-08-09,2022-08-17,373,44.950173,-62.011271,aquaMeasure DOT,670373,5,16.3,WGS84,Sub-Surface Buoy,Y,N,"Betty Roethlisberger, Michelle Plamondon, Jamie Warford","Betty, Danny, Esha",Replaced 670365,NA,NA,NA,NA,1.66,NA,0.3,2.92,1.7,falling,1.4,1899-12-31 10:39:00,Y,"2, big chains",viny,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Barren Island,NA,Retrieved,2021-08-09,2022-08-17,373,44.950173,-62.011271,HOBO Pro V2,20291484,10,16.3,WGS84,Sub Surface Buoy,Y,N,"Betty Roethlisberger, Michelle Plamondon, Jamie Warford","Betty, Danny, Esha",Replaced 20495247,NA,NA,NA,NA,3.48,NA,0.3,7.92,1.7,falling,1.4,1899-12-31 10:39:00,Y,"2, big chains",viny,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Barren Island,NA,Retrieved,2021-08-09,2022-08-17,373,44.950173,-62.011271,VR2AR,547109,15,16.3,WGS84,Sub-Surface Buoy,Y,N,"Betty Roethlisberger, Michelle Plamondon, Jamie Warford","Betty, Danny, Esha",Replaced 547088,NA,NA,NA,NA,3.39,NA,0.3,11.66,1.7,falling,1.4,1899-12-31 10:39:00,Y,"2, big chains",viny,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Barren Island,NA,Retrieved,2022-08-16,2023-10-27,437,44.95038,-62.011098,HOBO Pro V2,20495227,2,16,WGS84,Sub Surface Buoy,Y,N,"Betty, Danny, Esha","Michelle, Albert",replaced 20820327,NA,NA,NA,NA,3.57,NA,0.3,0,1.8,"high, turning",1.5,1899-12-31 11:20:00,Y,2 big chains,vinyl,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Barren Island,NA,Retrieved,2022-08-16,2023-10-27,437,44.95038,-62.011098,aquaMeasure DOT,671017,5,16,WGS84,Sub-Surface Buoy,Y,N,"Betty, Danny, Esha","Michelle, Albert",replaced 670373,NA,NA,NA,NA,1.64,NA,0.3,2.92,1.8,"high, turning",1.5,1899-12-31 11:20:00,Y,2 big chains,vinyl,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Barren Island,NA,Retrieved,2022-08-16,2023-10-27,437,44.95038,-62.011098,HOBO Pro V2,20291451,10,16,WGS84,Sub Surface Buoy,Y,N,"Betty, Danny, Esha","Michelle, Albert",replaced 20291484,NA,NA,NA,NA,3.46,NA,0.3,7.92,1.8,"high, turning",1.5,1899-12-31 11:20:00,Y,2 big chains,vinyl,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Barren Island,NA,Retrieved,2022-08-16,2023-10-27,437,44.95038,-62.011098,VR2AR,548043,15,16,WGS84,Sub-Surface Buoy,Y,N,"Betty, Danny, Esha","Michelle, Albert",replaced 547109,NA,NA,NA,NA,3.24,NA,0.3,11.66,1.8,"high, turning",1.5,1899-12-31 11:20:00,Y,2 big chains,vinyl,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Barren Island,NA,deployed,2023-10-27,NA,NA,44.950242,-62.011318,HOBO Pro V2,20308044,2,14.8,WGS84,Sub Surface Buoy,Y,NA,"Michelle, Albert",NA,NA,NA,NA,NA,NA,3.51,NA,0.3,NA,0.3,NA,1.5,1899-12-31 13:27:00,Y,7 steel rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Barren Island,NA,deployed,2023-10-27,NA,NA,44.950242,-62.011318,aquaMeasure DOT,670379,5,14.8,WGS84,Sub-Surface Buoy,Y,NA,"Michelle, Albert",NA,NA,NA,NA,NA,NA,1.62,NA,0.3,NA,0.3,NA,1.5,1899-12-31 13:27:00,Y,7 steel rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Barren Island,NA,deployed,2023-10-27,NA,NA,44.950242,-62.011318,HOBO Pro V2,21434539,10,14.8,WGS84,Sub Surface Buoy,Y,NA,"Michelle, Albert",NA,NA,NA,NA,NA,NA,3.51,NA,0.3,NA,0.3,NA,1.5,1899-12-31 13:27:00,Y,7 steel rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Barren Island,NA,deployed,2023-10-27,NA,NA,44.950242,-62.011318,VR2AR,551264,15,14.8,WGS84,Sub-Surface Buoy,Y,NA,"Michelle, Albert",NA,NA,NA,NA,NA,NA,3.3,NA,0.3,NA,0.3,NA,1.5,1899-12-31 13:27:00,Y,7 steel rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green Cove,Bartletts Beach,NA,deployed,2023-08-03,NA,NA,44.010187,-66.186176,HOBO Pro V2,20291475,2,NA,WGS84,Sub Surface Buoy,Y,NA,"betty, Michelle",NA,(Renamed from SN:Cape St. Mary's/WB: Cape Cove on 2023-08-30 to better reflect location),NA,NA,NA,NA,3.46,NA,NA,NA,3.1,rising,1,1899-12-31 10:10:00,y,7 steel rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green Cove,Bartletts Beach,NA,deployed,2023-08-03,NA,NA,44.010187,-66.186176,Aquameasure DOT,671330,2,NA,WGS84,Sub Surface Buoy,Y,NA,"betty, Michelle",NA,(Renamed from SN:Cape St. Mary's/WB: Cape Cove on 2023-08-30 to better reflect location),NA,NA,NA,NA,1.66,NA,NA,NA,3.1,rising,1,1899-12-31 10:10:00,y,7 steel rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green Cove,Bartletts Beach,NA,deployed,2023-08-03,NA,NA,44.010187,-66.186176,VR2AR,548578,5,NA,WGS84,Sub Surface Buoy,Y,NA,"betty, Michelle",NA,(Renamed from SN:Cape St. Mary's/WB: Cape Cove on 2023-08-30 to better reflect location),NA,NA,NA,NA,3.35,NA,NA,NA,3.1,rising,1,1899-12-31 10:10:00,y,7 steel rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver Harbour,Beaver Point,NA,Retrieved,2019-10-20,2020-12-12,419,44.87655,-62.40025,HOBO Pro V2,10817496,2,16.04,WGS84,Sub Surface Buoy,Y,N,"Matt Hatcher, Scott Hatcher","Jamie Sangster, Mark Decker, Michelle Plamondon",log interval was 1h. Changed to 15min interval,185,NA,NA,NA,NA,NA,0.3,0,1.58,+,1.5,1899-12-31 14:45:02,yes,three chains,viny,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver Harbour,Beaver Point,NA,Retrieved,2019-10-20,2020-12-12,419,44.87655,-62.40025,aquaMeasure DOT,675016,5,16.04,WGS84,Sub-Surface Buoy,Y,N,"Matt Hatcher, Scott Hatcher","Jamie Sangster, Mark Decker, Michelle Plamondon","No cell coverage, so had to switch out the DOT (old serial # 670383)",185,NA,NA,NA,NA,NA,0.3,3.17,1.58,+,1.5,1899-12-31 14:45:02,yes,three chains,viny,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver Harbour,Beaver Point,NA,Retrieved,2019-10-20,2020-12-12,419,44.87655,-62.40025,HOBO Pro V2,20291431,10,16.04,WGS84,Sub Surface Buoy,Y,N,"Matt Hatcher, Scott Hatcher","Jamie Sangster, Mark Decker, Michelle Plamondon",2021-12-10: DD changed deployment date to 2019-10-20 to be consistent with sensor data and NSDFA tracking sheet,185,NA,NA,NA,NA,NA,0.3,8.12,1.58,+,1.5,1899-12-31 14:45:02,yes,three chains,viny,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver Harbour,Beaver Point,NA,Retrieved,2019-10-20,2020-12-12,419,44.87655,-62.40025,VR2AR,547111,15,16.04,WGS84,Sub-Surface Buoy,Y,N,"Matt Hatcher, Scott Hatcher","Jamie Sangster, Mark Decker, Michelle Plamondon",NA,185,NA,NA,NA,3.46,NA,0.3,11.26,1.58,+,1.5,1899-12-31 14:45:02,yes,three chains,viny,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver Harbour,Beaver Point,NA,Retrieved,2020-12-12,2021-11-09,NA,44.876719,-62.399958,HOBO Pro V2,10817496,2,15.4,WGS84,Sub Surface Buoy,Y,N,"Jamie Sangster, Mark Decker, Michelle Plamondon",NA,"Leeway tried to retrieve on Aug 9, 2021. String not found. Huntleys diving found on 2021-11-09 after 3 dives. Unsure why it did not release. Anchor was buried.",NA,NA,NA,NA,NA,NA,0.3,0,0.74,falling,1.7,1899-12-31 09:52:00,yes,2 large steel chains,vinyl,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver Harbour,Beaver Point,NA,Retrieved,2020-12-12,2021-11-09,NA,44.876719,-62.399958,aquaMeasure DOT,670375,5,15.4,WGS84,Sub-Surface Buoy,Y,N,"Jamie Sangster, Mark Decker, Michelle Plamondon",NA,"Leeway tried to retrieve on Aug 9, 2021. String not found. Huntleys diving found on 2021-11-09 after 3 dives. Unsure why it did not release. Anchor was buried.",NA,NA,NA,NA,NA,NA,0.3,3.17,0.74,falling,1.7,1899-12-31 09:52:00,yes,2 large steel chains,vinyl,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver Harbour,Beaver Point,NA,Retrieved,2020-12-12,2021-11-09,NA,44.876719,-62.399958,HOBO Pro V2,20291431,10,15.4,WGS84,Sub Surface Buoy,Y,N,"Jamie Sangster, Mark Decker, Michelle Plamondon",NA,"Leeway tried to retrieve on Aug 9, 2021. String not found. Huntleys diving found on 2021-11-09 after 3 dives. Unsure why it did not release. Anchor was buried.",NA,NA,NA,NA,NA,NA,0.3,8.12,0.74,falling,1.7,1899-12-31 09:52:00,yes,2 large steel chains,vinyl,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaver Harbour,Beaver Point,NA,Retrieved,2020-12-12,2021-11-09,NA,44.876719,-62.399958,VR2AR,548042,15,15.4,WGS84,Sub-Surface Buoy,Y,N,"Jamie Sangster, Mark Decker, Michelle Plamondon",NA,"Leeway tried to retrieve on Aug 9, 2021. String not found. Huntleys diving found on 2021-11-09 after 3 dives. Unsure why it did not release. Anchor was buried.",NA,NA,NA,NA,NA,NA,0.3,11.26,0.74,falling,1.7,1899-12-31 09:52:00,yes,2 large steel chains,vinyl,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Retrieved,2021-07-08,2021-11-09,124,43.770388,-66.135192,HOBO Pro V2,20900985,2,15,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Brett Savoury, Betty Roethlisberger","Michelle Plamondon, Betty Roethlisberger, Danny Rowe",NA,NA,NA,NA,NA,3.54,NA,0.3,NA,3,Rising,1,1899-12-31 08:14:00,Y,2 large steel chains,vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Retrieved,2021-07-08,2021-11-09,124,43.770388,-66.135192,aquaMeasure DOT,670380,5,15,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Brett Savoury, Betty Roethlisberger","Michelle Plamondon, Betty Roethlisberger, Danny Rowe",NA,NA,NA,NA,NA,1.66,NA,0.3,NA,3,Rising,1,1899-12-31 08:14:00,Y,2 large steel chains,vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Retrieved,2021-07-08,2021-11-09,124,43.770388,-66.135192,HOBO Pro V2,21043067,10,15,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Brett Savoury, Betty Roethlisberger","Michelle Plamondon, Betty Roethlisberger, Danny Rowe",NA,NA,NA,NA,NA,3.54,NA,0.3,NA,3,Rising,1,1899-12-31 08:14:00,Y,2 large steel chains,vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Retrieved,2021-07-08,2021-11-09,124,43.770388,-66.135192,VR2AR,548039,12,15,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Brett Savoury, Betty Roethlisberger","Michelle Plamondon, Betty Roethlisberger, Danny Rowe",NA,NA,NA,NA,NA,3.24,NA,0.3,NA,3,Rising,1,1899-12-31 08:14:00,Y,2 large steel chains,vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Retrieved,2021-11-09,2022-06-21,224,43.770444,-66.135149,HOBO Pro V2,21152408,2,13.7,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Danny Rowe","Michelle, Betty, Danny",Replaced 20900985; DD: rounded depths to be consistent with previous deployment,NA,NA,NA,NA,3.54,NA,0.3,NA,1.9,Rising,1,1899-12-31 09:32:00,Y,2 piece H-pile Beam,vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Lost,2021-11-09,2022-06-21,224,43.770444,-66.135149,aquaMeasure DOT,671021,5,13.7,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Danny Rowe","Michelle, Betty, Danny",Replaced 670380,NA,NA,NA,NA,1.66,NA,0.3,NA,1.9,Rising,1,1899-12-31 09:32:00,Y,2 piece H-pile Beam,vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Retrieved,2021-11-09,2022-06-21,224,43.770444,-66.135149,HOBO Pro V2,20308045,10,13.7,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Danny Rowe","Michelle, Betty, Danny",Replaced 21043067,NA,NA,NA,NA,3.54,NA,0.3,NA,1.9,Rising,1,1899-12-31 09:32:00,Y,2 piece H-pile Beam,vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Retrieved,2021-11-09,2022-06-21,224,43.770444,-66.135149,VR2AR,551263,12,13.7,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Danny Rowe","Michelle, Betty, Danny",Replaced 548039,NA,NA,NA,NA,3.24,NA,0.3,NA,1.9,Rising,1,1899-12-31 09:32:00,Y,2 piece H-pile Beam,vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Retrieved,2022-06-21,2023-08-03,408,43.770294,-66.135222,Hobo Pro V2,20900987,2,14.1,WGS84,Sub Surface Buoy,Y,N,"Betty, Michelle, Danny",NA,DOT missing upon retrieval; subtracted 0.3 from sensor depth before processing,43.770294,NA,NA,NA,3.54,NA,0.3,NA,1.9,Falling,1,1899-12-31 08:41:00,Y,2 piece H-pile Beam,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Lost,2022-06-21,2023-08-03,408,43.770294,-66.135222,aquaMeasure DOT,671046,5,14.1,WGS84,Sub Surface Buoy,Y,N,"Betty, Michelle, Danny",NA,DOT missing upon retrieval; subtracted 0.3 from sensor depth before processing,43.770294,NA,NA,NA,1.62,NA,0.3,NA,1.9,Falling,1,1899-12-31 08:41:00,Y,2 piece H-pile Beam,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Retrieved,2022-06-21,2023-08-03,408,43.770294,-66.135222,Hobo Pro V2,20900974,10,14.1,WGS84,Sub Surface Buoy,Y,N,"Betty, Michelle, Danny",NA,DOT missing upon retrieval; subtracted 0.3 from sensor depth before processing,43.770294,NA,NA,NA,3.54,NA,0.3,NA,1.9,Falling,1,1899-12-31 08:41:00,Y,2 piece H-pile Beam,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Retrieved,2022-06-21,2023-08-03,408,43.770294,-66.135222,VR2AR,551264,12,14.1,WGS84,Sub Surface Buoy,Y,N,"Betty, Michelle, Danny",NA,DOT missing upon retrieval; subtracted 0.3 from sensor depth before processing,43.770294,NA,NA,NA,3.24,NA,0.3,NA,1.9,Falling,1,1899-12-31 08:41:00,Y,2 piece H-pile Beam,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Deployed,2023-08-03,NA,NA,43.77043,-66.13515,HOBO_Pro_V2,21650150,2,13.1,NA,Sub Surface Buoy,Y,N,"Betty, Michelle, Danny",NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Deployed,2023-08-03,NA,NA,43.77043,-66.13515,aquaMeasure_DOT,671188,5,13.1,NA,Sub Surface Buoy,Y,N,"Betty, Michelle, Danny",NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Deployed,2023-08-03,NA,NA,43.77043,-66.13515,HOBO_Pro_V2,21152407,10,13.1,NA,Sub Surface Buoy,Y,N,"Betty, Michelle, Danny",NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chebogue Harbour,Big Pond Point,NA,Deployed,2023-08-03,NA,NA,43.77043,-66.13515,VR2AR,549342,12,13.1,NA,Sub Surface Buoy,Y,N,"Betty, Michelle, Danny",NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salt Bay,Big Sluice,1400,Retrieved,2017-06-21,2017-11-17,NA,43.8144,-65.9137,HOBO Pro V2,10194912,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salt Bay,Big Sluice,1400,Retrieved,2018-05-18,2018-10-01,NA,43.812475,-65.910572,HOBO Pro V2,20291476,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Margarets Bay,Birchy Head,NA,Retrieved,2019-11-22,2020-11-08,352,44.56985,-64.03443,HOBO Pro V2,20495212,2,40.1,WGS84,Sub-Surface Buoy,Y,N,M. Hatcher/ D. Burns,"Timothy Dada, Michelle Plamondon, Karen Campbell","Previously an aquameasure SAL here, errors on syncing at recovery, replaced with hobo",196,NA,NA,NA,NA,NA,0.30000000000000004,0,0.7,+,1.3,1899-12-31 16:59:55,yes (survey123),3 sections of chain,viny,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Margarets Bay,Birchy Head,NA,Retrieved,2019-11-22,2020-11-08,352,44.56985,-64.03443,aquaMeasure DOT,675010,5,40.1,WGS84,Sub-Surface Buoy,Y,N,M. Hatcher/ D. Burns,"Timothy Dada, Michelle Plamondon, Karen Campbell",NA,196,NA,NA,NA,1.64,NA,0.30000000000000004,2.85,0.7,+,1.3,1899-12-31 16:59:55,yes (survey123),3 sections of chain,viny,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Margarets Bay,Birchy Head,NA,Retrieved,2019-11-22,2020-11-08,352,44.56985,-64.03443,HOBO Pro V2,20291429,10,40.1,WGS84,Sub Surface Buoy,Y,N,M. Hatcher/ D. Burns,"Timothy Dada, Michelle Plamondon, Karen Campbell",NA,196,NA,NA,NA,NA,NA,0.30000000000000004,7.78,0.7,+,1.3,1899-12-31 16:59:55,yes (survey123),3 sections of chain,viny,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Margarets Bay,Birchy Head,NA,Retrieved,2019-11-22,2020-11-08,352,44.56985,-64.03443,HOBO Pro V2,20291484,15,40.1,WGS84,Sub Surface Buoy,Y,N,M. Hatcher/ D. Burns,"Timothy Dada, Michelle Plamondon, Karen Campbell",NA,196,NA,NA,NA,NA,NA,0.30000000000000004,12.73,0.7,+,1.3,1899-12-31 16:59:55,yes (survey123),3 sections of chain,viny,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Margarets Bay,Birchy Head,NA,Retrieved,2019-11-22,2020-11-08,352,44.56985,-64.03443,aquaMeasure DOT,670366,20,40.1,WGS84,Sub-Surface Buoy,Y,N,M. Hatcher/ D. Burns,"Timothy Dada, Michelle Plamondon, Karen Campbell",NA,196,NA,NA,NA,1.62,NA,0.30000000000000004,17.7,0.7,+,1.3,1899-12-31 16:59:55,yes (survey123),3 sections of chain,viny,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Margarets Bay,Birchy Head,NA,Retrieved,2019-11-22,2020-11-08,352,44.56985,-64.03443,HOBO Pro V2,20291423,30,40.1,WGS84,Sub-Surface Buoy,Y,N,M. Hatcher/ D. Burns,"Timothy Dada, Michelle Plamondon, Karen Campbell",NA,196,NA,NA,NA,NA,NA,0.30000000000000004,27.67,0.7,+,1.3,1899-12-31 16:59:55,yes (survey123),3 sections of chain,viny,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
